pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Kiedy wojewódzki inspektor nadzoru budowlanego działa jako organ pierwszej instancji?,Wyłącznie przy odwołaniu od decyzji powiatowego inspektora.,"W sprawach nadzoru nad inwestycjami, dla których wojewoda jest pierwszą instancją administracji architektoniczno-budowlanej.",Przy wszystkich inwestycjach na terenie miasta wojewódzkiego.,Przy każdym odwołaniu od decyzji starosty o pozwoleniu na budowę.,2,Art. 83 ust. 3 łączy właściwość wojewódzkiego inspektora w pierwszej instancji z kategoriami spraw powierzonych wojewodzie w art. 82.
Które zadanie należy do organów nadzoru budowlanego?,Ustalanie warunków zabudowy dla inwestycji.,Wydawanie miejscowych planów zagospodarowania.,Badanie przyczyn katastrof budowlanych.,Zatwierdzanie projektów architektoniczno-budowlanych w każdej sprawie.,3,Art. 84 ust. 1 wymienia kontrolę przestrzegania prawa budowlanego oraz badanie przyczyn katastrof.
Na podstawie jakich danych organy sprawdzają uprawnienia osób wpisanych do centralnego rejestru?,Danych systemu e-CRUB.,Wyłącznie kopii dyplomu dołączonej do projektu.,Wyłącznie oświadczenia inwestora o doświadczeniu osoby.,Danych elektronicznej książki obiektu budowlanego.,1,Art. 81 ust. 3a wskazuje e-CRUB jako podstawę kontroli uprawnień wpisanych do centralnego rejestru.
"Co może zrobić organ, gdy awaria e-CRUB uniemożliwia sprawdzenie uprawnień budowlanych?",Zażądać kopii uprawnień lub zaświadczenia o przynależności do właściwej izby.,Uznać uprawnienia za nieważne do końca awarii.,Zażądać wyłącznie kopii umowy z inwestorem.,Odstąpić od sprawdzania kwalifikacji bez dalszych czynności.,1,Art. 81 ust. 3b pozwala przy awarii rejestru żądać dokumentów potwierdzających uprawnienia i spełnienie wymogu samorządu zawodowego.
Kto powołuje powiatowego inspektora nadzoru budowlanego?,Właściwa izba samorządu zawodowego.,Wojewoda spośród kandydatów wskazanych przez starostę.,Starosta spośród kandydatów wskazanych przez inspektora wojewódzkiego.,Główny Inspektor Nadzoru Budowlanego na wniosek wojewody.,3,"Art. 86 ust. 1 powierza powołanie staroście, przy udziale wojewódzkiego inspektora przedstawiającego kandydatów."
Kto powołuje wojewódzkiego inspektora nadzoru budowlanego?,Starosta za zgodą wojewody.,Wojewoda za zgodą Głównego Inspektora Nadzoru Budowlanego.,Główny Inspektor Nadzoru Budowlanego bez udziału wojewody.,Prezes Rady Ministrów na wniosek starostów.,2,Art. 87 ust. 1 wymaga powołania przez wojewodę i zgody Głównego Inspektora Nadzoru Budowlanego.
Jaką pozycję w administracji zajmuje Główny Inspektor Nadzoru Budowlanego?,Jest organem gminy właściwym tylko do kontroli użytkowania.,Jest centralnym organem administracji rządowej właściwym w sprawach budowlanych.,Jest wyłącznie organem odwoławczym od decyzji starostów.,Jest organem samorządu zawodowego architektów.,2,Art. 88 ust. 1 określa Głównego Inspektora jako centralny organ administracji rządowej dla administracji architektoniczno-budowlanej i nadzoru.
Kto powołuje Głównego Inspektora Nadzoru Budowlanego?,Sejm na wniosek organów samorządu zawodowego.,Prezes Rady Ministrów na wniosek właściwego ministra po otwartym naborze.,Wojewoda wybrany przez pozostałych wojewodów.,Minister właściwy do spraw budownictwa bez udziału Prezesa Rady Ministrów.,2,Art. 88 ust. 3 przewiduje powołanie przez Prezesa Rady Ministrów spośród osób wyłonionych w konkurencyjnym naborze.
Wobec jakich organów Główny Inspektor Nadzoru Budowlanego jest organem wyższego stopnia?,Wojewodów i wojewódzkich inspektorów nadzoru budowlanego.,Wójtów i kierowników budowy.,Starostów i powiatowych inspektorów nadzoru budowlanego.,Wyłącznie organów samorządu zawodowego.,1,"Art. 88a ust. 1 pkt 1 wskazuje wojewodów i wojewódzkich inspektorów jako organy, wobec których Główny Inspektor jest organem wyższego stopnia."
Gdzie organ nadzoru budowlanego ma ustawowe prawo wstępu w związku z kontrolą?,Wyłącznie na teren budowy po zakończeniu robót.,Do każdego lokalu bez związku z wykonywaniem nadzoru.,Wyłącznie do budynku użyteczności publicznej.,Do obiektu budowlanego oraz na teren budowy i zakładu pracy.,4,Art. 81a ust. 1 przyznaje nadzorowi prawo wstępu do obiektu oraz na teren budowy i zakładu pracy.
W czyjej obecności co do zasady kontroluje się lokal mieszkalny?,"W obecności wyłącznie przedstawiciela administracji, bez domownika.",W obecności tylko kierownika budowy oraz przedstawiciela organu.,Pełnoletniego domownika oraz przedstawiciela administracji lub zarządcy budynku.,W obecności właściciela lokalu bez dorosłego domownika ani zarządcy budynku.,3,Art. 81a ust. 2 przewiduje przy kontroli lokalu mieszkalnego obecność pełnoletniego domownika oraz przedstawiciela administracji lub zarządcy.
Kiedy kontrola podmiotu niebędącego przedsiębiorcą może odbyć się w obecności pełnoletniego świadka?,"W uzasadnionym przypadku, gdy nie ma osób zwykle obecnych przy kontroli.",Wyłącznie przy kontroli przedsiębiorcy prowadzącego zakład pracy.,"W każdym przypadku na żądanie kontrolera, nawet gdy właściciel jest obecny.","Gdy zwykle obecne osoby są nieobecne, lecz bez potrzeby uzasadnienia kontroli.",1,Art. 81a ust. 3 dopuszcza pełnoletniego świadka w uzasadnionych przypadkach nieobecności osób wymienionych w ust. 2.
Kiedy organ może nakazać dostarczenie oceny technicznej lub ekspertyzy?,"Gdy ma uzasadnione wątpliwości co do wyrobów, robót lub stanu technicznego obiektu.","Gdy dokumentacja jest obszerna, niezależnie od jakości robót i stanu obiektu.","Wyłącznie na wniosek inwestora, nawet jeśli organ nie ma wątpliwości.","Dopiero po pewnym stwierdzeniu wady, bez możliwości badania samych wątpliwości.",1,"Art. 81c ust. 2 pozwala żądać oceny lub ekspertyzy przy uzasadnionych wątpliwościach dotyczących jakości wyrobów, robót albo obiektu."
Kto ponosi koszt oceny technicznej nakazanej przez organ na podstawie art. 81c?,"Projektant, niezależnie od tego, komu wydano postanowienie.",Organ nadzoru budowlanego niezależnie od okoliczności.,Osoba zobowiązana do jej dostarczenia.,Właściwy starosta z budżetu powiatu.,3,"Art. 81c ust. 2 obciąża kosztami osobę, na którą nałożono obowiązek przedłożenia oceny lub ekspertyzy."
Jaki środek przysługuje na postanowienie nakazujące dostarczenie ekspertyzy technicznej?,Zażalenie.,Wyłącznie wniosek o wznowienie postępowania.,Odwołanie od decyzji o pozwoleniu na użytkowanie.,Sprzeciw do wojewódzkiego konserwatora zabytków.,1,Art. 81c ust. 3 przewiduje zażalenie na postanowienie nakładające obowiązek dostarczenia ekspertyzy.
Jakich dokumentów może żądać organ od uczestnika procesu budowlanego?,"Dokumentów dotyczących tylko pozwolenia na budowę, choć kontrola dotyczy utrzymania.","Wyłącznie projektu architektonicznego, bez dokumentów dotyczących robót i użytkowania.","Samych dokumentów geodezyjnych, nawet gdy organ bada legalność wyrobów.","Dokumentów związanych z robotami, oddaniem obiektu do użytkowania lub jego utrzymaniem.",4,"Art. 81c ust. 1 obejmuje dokumenty dotyczące prowadzenia robót, użytkowania i utrzymania obiektu oraz legalności wyrobów."
"Co organ powinien zrobić, gdy ustne polecenie usunięcia bezpośredniego zagrożenia zostało wydane powiatowemu inspektorowi?",Inspektor może je wykonać dopiero po kontroli wojewódzkiej.,Organ musi najpierw uzyskać zgodę inwestora.,"Polecenie wygasa, jeśli nie powtórzono go telefonicznie.",Polecenie trzeba potwierdzić na piśmie.,4,Art. 89c ust. 3 wymaga pisemnego potwierdzenia polecenia przekazanego ustnie; samą czynność należy wykonać niezwłocznie.
"Kto rozstrzyga o nieważności polecenia usunięcia zagrożenia, które narusza prawo?",Wojewoda.,"Starosta, który wydał polecenie.",Powiatowy inspektor nadzoru budowlanego.,Właściwa izba samorządu zawodowego.,1,Art. 89c ust. 5 stwierdza nieważność polecenia sprzecznego z prawem; o nieważności rozstrzyga wojewoda.
"Co robi powiatowy inspektor, jeśli nie może wykonać polecenia w sprawie bezpośredniego zagrożenia?",Przekazuje ją projektantowi do samodzielnego rozstrzygnięcia.,Czeka do zakończenia postępowania o pozwolenie na budowę.,Zwraca polecenie do inwestora jako niewykonalne.,Niezwłocznie przedkłada sprawę wojewódzkiemu inspektorowi nadzoru budowlanego.,4,"Art. 89c ust. 4 nakazuje przedłożyć sprawę inspektorowi wojewódzkiemu, gdy polecenie jest niewykonalne albo narusza prawo."
Kto może wydać powiatowemu inspektorowi polecenie podjęcia działań przy bezpośrednim zagrożeniu życia związanym z obiektem?,Wyłącznie właściwy projektant i kierownik budowy.,Wyłącznie wojewódzki konserwator zabytków.,"Starosta, wójt, burmistrz lub prezydent miasta.",Każdy właściciel nieruchomości sąsiedniej.,3,Art. 89c ust. 1 upoważnia wskazane organy samorządu do wydania polecenia służącego usunięciu bezpośredniego zagrożenia.
Jaka sankcja może grozić za wykonywanie samodzielnej funkcji technicznej bez wymaganych uprawnień?,Wyłącznie nakaz uzupełnienia uprawnień po zakończeniu robót.,Wyłącznie upomnienie wpisywane do dziennika budowy.,"Grzywna, ograniczenie wolności albo pozbawienie wolności do roku.",Zakaz prowadzenia działalności budowlanej zawsze przez pięć lat.,3,Art. 91 ust. 1 penalizuje wykonywanie samodzielnej funkcji technicznej bez właściwych uprawnień lub prawa jej wykonywania.
Jaka sankcja grozi za niewypełnianie obowiązku należytego utrzymania obiektu wynikającego z art. 61?,"Grzywna nie mniejsza niż 100 stawek dziennych, ograniczenie wolności albo pozbawienie wolności do roku.",Wyłącznie obowiązek ponownego zgłoszenia zakończenia budowy.,Grzywna do 20 stawek dziennych bez możliwości innej kary.,Wyłącznie kara administracyjna za brak książki obiektu.,1,Art. 91a dotyczy m.in. niewłaściwego utrzymania obiektu i przewiduje wskazane sankcje karne.
"Jak może zostać ukarane nieusunięcie stwierdzonych uszkodzeń obiektu, które grożą ludziom lub mieniu?","Aresztem, ograniczeniem wolności albo grzywną.",Zakazem wykonywania funkcji technicznej przez właściciela w każdej sprawie.,"Grzywną albo pozbawieniem wolności do roku, bez możliwości aresztu.","Wyłącznie nakazem naprawy, bez sankcji za niewykonanie obowiązku.",1,Art. 92 ust. 1 pkt 2 obejmuje niewykonanie obowiązku usunięcia uszkodzeń lub braków stwarzających zagrożenie.
Czy wykonywanie robót bez wymaganego pozwolenia lub zgłoszenia może stanowić wykroczenie?,"Tak, ustawa przewiduje za takie naruszenie grzywnę.","Nie, jeśli inwestor posiada projekt techniczny.","Tak, ale tylko po doprowadzeniu do katastrofy budowlanej.","Nie, wyłącznie nakaz rozbiórki bez odpowiedzialności za wykroczenie.",1,Art. 93 pkt 2a przewiduje grzywnę za roboty prowadzone z naruszeniem wymogów pozwolenia albo zgłoszenia; odrębnie mogą działać środki nadzoru.
Co grozi za niewykonywanie wymaganych okresowych kontroli obiektu?,Wyłącznie utrata prawa własności obiektu.,Grzywna przewidziana za wykroczenie.,Pozbawienie wolności do roku w każdym przypadku.,Wyłącznie obowiązek ponownego pozwolenia na budowę.,2,Art. 93 pkt 8 przewiduje grzywnę za niewykonanie obowiązków kontroli okresowych wynikających z art. 62.
Co grozi za zmianę sposobu użytkowania bez wymaganego zgłoszenia?,Grzywna przewidziana w przepisach o wykroczeniach.,Zawsze natychmiastowy nakaz rozbiórki całego obiektu.,Wyłącznie sankcja za naruszenie warunków zabudowy.,Wyłącznie obowiązek zmiany wpisu w dzienniku budowy.,1,Art. 93 pkt 9b penalizuje zmianę sposobu użytkowania bez zgłoszenia albo mimo sprzeciwu; nadzór może też prowadzić postępowanie naprawcze.
Co grozi za nieudostępnienie żądanych przez nadzór dokumentów dotyczących robót lub utrzymania obiektu?,Zawsze kara pozbawienia wolności do roku.,Automatyczne cofnięcie wszystkich uprawnień budowlanych.,Utrata własności obiektu.,Grzywna.,4,Art. 93 pkt 10 przewiduje grzywnę za nieudostępnienie dokumentów i informacji żądanych w ramach ustawowych uprawnień organu.
Kogo może dotyczyć odpowiedzialność zawodowa w budownictwie?,Wyłącznie urzędników wydających pozwolenia na budowę.,Wyłącznie wykonawców sprzedających materiały budowlane.,"Każdego właściciela obiektu, nawet bez funkcji technicznej.",Osób wykonujących samodzielne funkcje techniczne w budownictwie.,4,"Art. 95 wiąże odpowiedzialność zawodową z wykonywaniem samodzielnych funkcji technicznych, np. projektowaniem lub kierowaniem budową."
Kiedy rażący błąd osoby pełniącej samodzielną funkcję techniczną może rodzić odpowiedzialność zawodową?,"Gdy inwestor poniósł niewielki koszt poprawki, bez skutków wskazanych w ustawie.","Gdy błąd jedynie opóźnił wykonanie robót, bez zagrożenia i znacznej szkody.","Gdy projekt był trudny do wykonania, ale nie powstało zagrożenie ani znaczna szkoda.","Gdy spowodował zagrożenie życia, mienia lub środowiska albo znaczne szkody materialne.",4,Art. 95 pkt 3 dotyczy rażących błędów i zaniedbań o poważnych skutkach; ustawa wskazuje zagrożenie lub znaczne szkody.
Czy projektant uchylający się od nadzoru autorskiego może odpowiadać zawodowo?,"Tak, lecz wyłącznie gdy wcześniej utracił uprawnienia.","Tak, jeśli uchyla się od podjęcia nadzoru albo wykonuje go niedbale.","Nie, jeśli inwestor prowadzi dziennik budowy.","Nie, nadzór autorski nigdy nie jest objęty odpowiedzialnością zawodową.",2,Art. 95 pkt 5 zalicza uchylanie się od nadzoru autorskiego i jego niedbałe pełnienie do przesłanek odpowiedzialności zawodowej.
Jakie kary należą do katalogu odpowiedzialności zawodowej w budownictwie?,"Upomnienie, upomnienie z egzaminem albo czasowy zakaz wykonywania funkcji z egzaminem.",Wyłącznie cofnięcie pozwolenia na budowę i kara pieniężna.,"Upomnienie, kara aresztu albo dożywotni zakaz projektowania.",Wyłącznie grzywna i nakaz rozbiórki obiektu.,1,"Art. 96 ust. 1 wymienia trzy rodzaje sankcji zawodowych, w tym czasowy zakaz połączony z obowiązkiem egzaminu."
Na jak długo można orzec zakaz wykonywania samodzielnej funkcji technicznej w ramach odpowiedzialności zawodowej?,Od pięciu do dziesięciu lat.,Od roku do pięciu lat.,Od miesiąca do roku.,"Bez określenia okresu, aż do zakończenia każdej budowy.",2,Art. 96 ust. 1 pkt 3 określa przedział od roku do pięciu lat; zakaz łączy się z egzaminem.
Kiedy można dodatkowo orzec zakaz wykonywania samodzielnej funkcji technicznej po wcześniejszych upomnieniach?,"Już po pierwszym upomnieniu, niezależnie od kolejnego czynu.","Wyłącznie wtedy, gdy inwestor wniesie odwołanie.",Dopiero po czterech upomnieniach za identyczny czyn.,Gdy osoba ponownie dopuściła się czynu mimo dwóch upomnień.,4,Art. 96 ust. 4 pkt 1 dopuszcza zakaz po kolejnym czynie osoby uprzednio dwukrotnie upomnianej.
"Jaki dodatkowy termin otrzymuje ukarany, jeśli nie zdał nakazanego egzaminu w terminie?",Od sześciu do dwunastu miesięcy.,Od trzech do sześciu miesięcy.,Do trzydziestu dni.,Dokładnie dwa lata.,2,Art. 96 ust. 6 przewiduje dodatkowy termin nie krótszy niż trzy i nie dłuższy niż sześć miesięcy.
Kto może wnioskować o wszczęcie postępowania z tytułu odpowiedzialności zawodowej?,Organ nadzoru budowlanego po postępowaniu wyjaśniającym albo właściwy organ samorządu zawodowego.,"Organ architektoniczno-budowlany na podstawie samej skargi, bez postępowania wyjaśniającego.","Tylko organ nadzoru budowlanego, bez możliwości wniosku samorządu zawodowego.","Tylko organ samorządu zawodowego, bez możliwości wniosku nadzoru.",1,"Art. 97 ust. 1 i 3 przewiduje wniosek organu nadzoru budowlanego lub, w granicach właściwości, organu samorządu zawodowego."
Kto orzeka w sprawie odpowiedzialności zawodowej w budownictwie?,Organy właściwego samorządu zawodowego.,Powiatowy inspektor nadzoru budowlanego w każdej sprawie.,Wojewódzki konserwator zabytków.,Starosta jako organ pierwszej instancji.,1,"Art. 98 ust. 1 powierza orzekanie organom samorządu zawodowego, choć postępowanie może zacząć się od wniosku nadzoru."
W jakim terminie ostateczna decyzja o ukaraniu zawodowym jest przekazywana do Głównego Inspektora przez e-CRUB?,W ciągu 7 dni od wydania decyzji nieostatecznej.,Dopiero przy wniosku o zatarcie kary.,W ciągu 30 dni od zakończenia budowy.,W ciągu 14 dni od jej ostateczności.,4,Art. 99 ust. 3 nakazuje organowi samorządu przekazanie danych i kopii ostatecznej decyzji w ciągu 14 dni.
Po jakim czasie od uzyskania przez nadzór wiedzy o czynie nie można już wszcząć postępowania zawodowego?,Po upływie roku.,Po upływie sześciu miesięcy.,Po upływie trzech lat liczonych od uzyskania wiedzy.,Po upływie trzech miesięcy.,2,"Art. 100 ustanawia sześciomiesięczny termin od wiadomości o czynie, obok granicy trzyletniej związanej z zakończeniem robót lub użytkowaniem."
Jaka jest najpóźniejsza granica wszczęcia postępowania z tytułu odpowiedzialności zawodowej?,Pięć lat od podpisania umowy z inwestorem.,Sześć miesięcy od dnia rozpoczęcia robót budowlanych.,"Trzy lata od zakończenia robót, zawiadomienia o zakończeniu budowy albo pozwolenia na użytkowanie.",Trzy lata od powzięcia wiadomości o czynie przez organ nadzoru.,3,"Art. 100 określa granicę trzech lat powiązaną z końcem robót, zgłoszeniem zakończenia lub decyzją o użytkowaniu, niezależnie od terminu od wiadomości."
